盛行風向 (度) - 南丫島
Prevailing Wind Direction (°) - Lamma Island
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2018,7,6,220,C
2018,7,7,220,C
2018,7,8,090,C
2018,7,9,100,C
2018,7,10,100,C
2018,7,11,100,C
2018,7,12,100,C
2018,7,13,100,C
2018,7,14,100,C
2018,7,15,100,C
2018,7,16,100,C
2018,7,17,090,C
2018,7,18,100,C
2018,7,19,100,C
2018,7,20,100,C
2018,7,21,220,C
2018,7,22,240,C
2018,7,23,100,C
2018,7,24,120,C
2018,7,25,110,C
2018,7,26,100,C
2018,7,27,100,C
2018,7,28,110,C
2018,7,29,220,C
2018,7,30,220,C
2018,7,31,230,C
2018,8,1,230,C
2018,8,2,230,C
2018,8,3,230,C
2018,8,4,220,C
2018,8,5,090,C
2018,8,6,090,C
2018,8,7,080,C
2018,8,8,090,C
2018,8,9,090,C
2018,8,10,100,C
2018,8,11,100,C
2018,8,12,100,C
2018,8,13,090,C
2018,8,14,090,C
2018,8,15,100,C
2018,8,16,100,C
2018,8,17,090,C
2018,8,18,230,C
2018,8,19,220,C
2018,8,20,220,C
2018,8,21,340,C
2018,8,22,330,C
2018,8,23,330,C
2018,8,24,230,C
2018,8,25,230,C
2018,8,26,290,C
2018,8,27,220,C
2018,8,28,090,C
2018,8,29,210,C
2018,8,30,140,C
2018,8,31,110,C
2018,9,1,110,C
2018,9,2,090,C
2018,9,3,220,C
2018,9,4,230,C
2018,9,5,230,C
2018,9,6,090,C
2018,9,7,080,C
2018,9,8,320,C
2018,9,9,090,C
2018,9,10,070,C
2018,9,11,340,C
2018,9,12,090,C
2018,9,13,100,C
2018,9,14,090,C
2018,9,15,330,C
2018,9,16,120,C
2018,9,17,110,C
2018,9,18,100,C
2018,9,19,220,C
2018,9,20,220,C
2018,9,21,230,C
2018,9,22,090,C
2018,9,23,100,C
2018,9,24,090,C
2018,9,25,100,C
2018,9,26,090,C
2018,9,27,120,C
2018,9,28,320,C
2018,9,29,330,C
2018,9,30,340,C
2018,10,1,080,C
2018,10,2,080,C
2018,10,3,090,C
2018,10,4,100,C
2018,10,5,330,C
2018,10,6,330,C
2018,10,7,090,C
2018,10,8,090,C
2018,10,9,090,C
2018,10,10,100,C
2018,10,11,340,C
2018,10,12,090,C
2018,10,13,090,C
2018,10,14,090,C
2018,10,15,100,C
2018,10,16,330,C
2018,10,17,330,C
2018,10,18,070,C
2018,10,19,090,C
2018,10,20,090,C
2018,10,21,090,C
2018,10,22,100,C
2018,10,23,090,C
2018,10,24,090,C
2018,10,25,090,C
2018,10,26,330,C
2018,10,27,340,C
2018,10,28,360,C
2018,10,29,340,C
2018,10,30,010,C
2018,10,31,010,C
2018,11,1,340,C
2018,11,2,330,C
2018,11,3,330,C
2018,11,4,090,C
2018,11,5,090,C
2018,11,6,090,C
2018,11,7,090,C
2018,11,8,320,C
2018,11,9,330,C
2018,11,10,090,C
2018,11,11,090,C
2018,11,12,100,C
2018,11,13,100,C
2018,11,14,090,C
2018,11,15,090,C
2018,11,16,090,C
2018,11,17,090,C
2018,11,18,090,C
2018,11,19,320,C
2018,11,20,090,C
2018,11,21,090,C
2018,11,22,330,C
2018,11,23,090,C
2018,11,24,090,C
2018,11,25,020,C
2018,11,26,090,C
2018,11,27,080,C
2018,11,28,090,C
2018,11,29,090,C
2018,11,30,090,C
2018,12,1,090,C
2018,12,2,100,C
2018,12,3,090,C
2018,12,4,100,C
2018,12,5,090,C
2018,12,6,100,C
2018,12,7,090,C
2018,12,8,360,C
2018,12,9,340,C
2018,12,10,330,C
2018,12,11,320,C
2018,12,12,330,C
2018,12,13,330,C
2018,12,14,340,C
2018,12,15,060,C
2018,12,16,320,C
2018,12,17,320,C
2018,12,18,090,C
2018,12,19,090,C
2018,12,20,100,C
2018,12,21,100,C
2018,12,22,090,C
2018,12,23,330,C
2018,12,24,340,C
2018,12,25,090,C
2018,12,26,100,C
2018,12,27,100,C
2018,12,28,010,C
2018,12,29,360,C
2018,12,30,330,C
2018,12,31,330,C
2019,1,1,320,C
2019,1,2,330,C
2019,1,3,330,C
2019,1,4,090,C
2019,1,5,340,C
2019,1,6,320,C
2019,1,7,100,C
2019,1,8,090,C
2019,1,9,100,C
2019,1,10,090,C
2019,1,11,100,C
2019,1,12,340,C
2019,1,13,100,C
2019,1,14,100,C
2019,1,15,090,C
2019,1,16,330,C
2019,1,17,320,C
2019,1,18,080,C
2019,1,19,100,C
2019,1,20,090,C
2019,1,21,320,C
2019,1,22,330,C
2019,1,23,100,C
2019,1,24,090,C
2019,1,25,090,C
2019,1,26,100,C
2019,1,27,090,C
2019,1,28,090,C
2019,1,29,090,C
2019,1,30,100,C
2019,1,31,330,C
2019,2,1,330,C
2019,2,2,090,C
2019,2,3,230,C
2019,2,4,090,C
2019,2,5,090,C
2019,2,6,110,C
2019,2,7,100,C
2019,2,8,090,C
2019,2,9,090,C
2019,2,10,090,C
2019,2,11,080,C
2019,2,12,080,C
2019,2,13,090,C
2019,2,14,090,C
2019,2,15,100,C
2019,2,16,100,C
2019,2,17,090,C
2019,2,18,100,C
2019,2,19,100,C
2019,2,20,100,C
2019,2,21,100,C
2019,2,22,330,C
2019,2,23,090,C
2019,2,24,330,C
2019,2,25,330,C
2019,2,26,090,C
2019,2,27,090,C
2019,2,28,100,C
2019,3,1,090,C
2019,3,2,090,C
2019,3,3,090,C
2019,3,4,100,C
2019,3,5,110,C
2019,3,6,090,C
2019,3,7,080,C
2019,3,8,090,C
2019,3,9,090,C
2019,3,10,330,C
2019,3,11,320,C
2019,3,12,090,C
2019,3,13,090,C
2019,3,14,090,C
2019,3,15,360,C
2019,3,16,090,C
2019,3,17,090,C
2019,3,18,090,C
2019,3,19,100,C
2019,3,20,100,C
2019,3,21,110,C
2019,3,22,110,C
2019,3,23,090,C
2019,3,24,090,C
2019,3,25,330,C
2019,3,26,090,C
2019,3,27,100,C
2019,3,28,220,C
2019,3,29,220,C
2019,3,30,090,C
2019,3,31,090,C
2019,4,1,090,C
2019,4,2,090,C
2019,4,3,090,C
2019,4,4,090,C
2019,4,5,220,C
2019,4,6,220,C
2019,4,7,220,C
2019,4,8,220,C
2019,4,9,120,C
2019,4,10,210,C
2019,4,11,120,C
2019,4,12,090,C
2019,4,13,090,C
2019,4,14,090,C
2019,4,15,090,C
2019,4,16,090,C
2019,4,17,090,C
2019,4,18,100,C
2019,4,19,100,C
2019,4,20,110,C
2019,4,21,110,C
2019,4,22,110,C
2019,4,23,230,C
2019,4,24,230,C
2019,4,25,230,C
2019,4,26,090,C
2019,4,27,090,C
2019,4,28,090,C
2019,4,29,100,C
2019,4,30,100,C
2019,5,1,310,C
2019,5,2,070,C
2019,5,3,080,C
2019,5,4,090,C
2019,5,5,090,C
2019,5,6,090,C
2019,5,7,090,C
2019,5,8,090,C
2019,5,9,330,C
2019,5,10,110,C
2019,5,11,100,C
2019,5,12,100,C
2019,5,13,100,C
2019,5,14,110,C
2019,5,15,110,C
2019,5,16,210,C
2019,5,17,210,C
2019,5,18,210,C
2019,5,19,210,C
2019,5,20,230,C
2019,5,21,090,C
2019,5,22,100,C
2019,5,23,090,C
2019,5,24,090,C
2019,5,25,100,C
2019,5,26,100,C
2019,5,27,100,C
2019,5,28,090,C
2019,5,29,090,C
2019,5,30,090,C
2019,5,31,090,C
2019,6,1,210,C
2019,6,2,220,C
2019,6,3,210,C
2019,6,4,210,C
2019,6,5,110,C
2019,6,6,120,C
2019,6,7,220,C
2019,6,8,220,C
2019,6,9,210,C
2019,6,10,210,C
2019,6,11,330,C
2019,6,12,110,C
2019,6,13,100,C
2019,6,14,320,C
2019,6,15,100,C
2019,6,16,090,C
2019,6,17,100,C
2019,6,18,100,C
2019,6,19,100,C
2019,6,20,220,C
2019,6,21,210,C
2019,6,22,220,C
2019,6,23,220,C
2019,6,24,210,C
2019,6,25,110,C
2019,6,26,220,C
2019,6,27,220,C
2019,6,28,220,C
2019,6,29,220,C
2019,6,30,210,#
2019,7,1,***,
2019,7,2,100,#
2019,7,3,090,C
2019,7,4,130,C
2019,7,5,220,C
2019,7,6,220,C
2019,7,7,210,C
2019,7,8,220,C
2019,7,9,210,C
2019,7,10,220,C
2019,7,11,220,C
2019,7,12,220,C
2019,7,13,210,C
2019,7,14,210,C
2019,7,15,220,C
2019,7,16,230,C
2019,7,17,320,C
2019,7,18,340,C
2019,7,19,220,C
2019,7,20,220,C
2019,7,21,100,C
2019,7,22,090,C
2019,7,23,100,C
2019,7,24,100,C
2019,7,25,220,C
2019,7,26,230,C
2019,7,27,230,C
2019,7,28,220,C
2019,7,29,090,C
2019,7,30,090,C
2019,7,31,090,C
2019,8,1,100,C
2019,8,2,100,C
2019,8,3,090,C
2019,8,4,090,#
2019,8,5,080,C
2019,8,6,080,C
2019,8,7,100,C
2019,8,8,230,C
2019,8,9,340,C
2019,8,10,230,C
2019,8,11,220,C
2019,8,12,230,C
2019,8,13,230,C
2019,8,14,220,C
2019,8,15,230,C
2019,8,16,230,C
2019,8,17,220,C
2019,8,18,220,#
2019,8,19,220,#
2019,8,20,090,C
2019,8,21,080,C
2019,8,22,090,C
2019,8,23,090,C
2019,8,24,230,C
2019,8,25,250,C
2019,8,26,090,C
2019,8,27,090,C
2019,8,28,330,C
2019,8,29,100,C
2019,8,30,090,C
2019,8,31,090,C
2019,9,1,080,#
2019,9,2,090,C
2019,9,3,070,C
2019,9,4,090,C
2019,9,5,100,C
2019,9,6,090,C
2019,9,7,220,C
2019,9,8,220,C
2019,9,9,090,C
2019,9,10,100,C
2019,9,11,120,C
2019,9,12,100,C
2019,9,13,090,C
2019,9,14,120,C
2019,9,15,090,C
2019,9,16,090,C
2019,9,17,100,C
2019,9,18,100,C
2019,9,19,090,C
2019,9,20,330,C
2019,9,21,320,C
2019,9,22,330,C
2019,9,23,090,C
2019,9,24,080,C
2019,9,25,080,C
2019,9,26,090,C
2019,9,27,100,C
2019,9,28,100,C
2019,9,29,110,C
2019,9,30,300,C
2019,10,1,220,C
2019,10,2,230,C
2019,10,3,220,C
2019,10,4,100,C
2019,10,5,100,C
2019,10,6,090,C
2019,10,7,090,C
2019,10,8,090,C
2019,10,9,090,C
2019,10,10,090,C
2019,10,11,210,C
2019,10,12,220,C
2019,10,13,100,C
2019,10,14,080,C
2019,10,15,090,C
2019,10,16,090,C
2019,10,17,080,C
2019,10,18,090,C
2019,10,19,090,C
2019,10,20,090,C
2019,10,21,080,C
2019,10,22,090,C
2019,10,23,090,C
2019,10,24,090,C
2019,10,25,090,C
2019,10,26,090,C
2019,10,27,090,C
2019,10,28,330,C
2019,10,29,330,C
2019,10,30,360,C
2019,10,31,080,C
2019,11,1,090,C
2019,11,2,090,C
2019,11,3,090,C
2019,11,4,010,C
2019,11,5,080,C
2019,11,6,090,C
2019,11,7,010,C
2019,11,8,010,C
2019,11,9,090,C
2019,11,10,080,C
2019,11,11,100,C
2019,11,12,090,C
2019,11,13,090,C
2019,11,14,090,C
2019,11,15,090,C
2019,11,16,090,C
2019,11,17,090,C
2019,11,18,330,C
2019,11,19,320,C
2019,11,20,090,C
2019,11,21,090,C
2019,11,22,090,C
2019,11,23,090,C
2019,11,24,100,C
2019,11,25,090,C
2019,11,26,090,C
2019,11,27,090,C
2019,11,28,330,C
2019,11,29,090,C
2019,11,30,090,C
2019,12,1,330,C
2019,12,2,330,C
2019,12,3,330,C
2019,12,4,360,C
2019,12,5,070,C
2019,12,6,010,C
2019,12,7,010,C
2019,12,8,360,C
2019,12,9,100,C
2019,12,10,090,C
2019,12,11,100,C
2019,12,12,090,C
2019,12,13,090,C
2019,12,14,090,C
2019,12,15,090,C
2019,12,16,090,C
2019,12,17,100,C
2019,12,18,090,C
2019,12,19,090,C
2019,12,20,100,C
2019,12,21,110,C
2019,12,22,100,C
2019,12,23,090,C
2019,12,24,090,C
2019,12,25,090,C
2019,12,26,330,C
2019,12,27,330,C
2019,12,28,090,C
2019,12,29,090,C
2019,12,30,100,C
2019,12,31,090,C
2020,1,1,090,C
2020,1,2,090,C
2020,1,3,100,C
2020,1,4,100,C
2020,1,5,090,C
2020,1,6,090,C
2020,1,7,220,C
2020,1,8,090,C
2020,1,9,090,C
2020,1,10,100,C
2020,1,11,230,C
2020,1,12,320,C
2020,1,13,090,C
2020,1,14,090,C
2020,1,15,090,C
2020,1,16,090,#
2020,1,17,320,C
2020,1,18,090,C
2020,1,19,320,C
2020,1,20,340,C
2020,1,21,090,C
2020,1,22,100,C
2020,1,23,100,C
2020,1,24,090,C
2020,1,25,090,C
2020,1,26,330,C
2020,1,27,330,C
2020,1,28,330,#
2020,1,29,330,C
2020,1,30,010,C
2020,1,31,100,C
2020,2,1,090,C
2020,2,2,090,C
2020,2,3,090,C
2020,2,4,080,C
2020,2,5,090,C
2020,2,6,090,C
2020,2,7,090,C
2020,2,8,080,C
2020,2,9,090,C
2020,2,10,080,C
2020,2,11,100,C
2020,2,12,100,C
2020,2,13,100,#
2020,2,14,090,C
2020,2,15,100,C
2020,2,16,330,C
2020,2,17,330,C
2020,2,18,090,C
2020,2,19,090,C
2020,2,20,090,#
2020,2,21,090,C
2020,2,22,100,C
2020,2,23,090,C
2020,2,24,090,C
2020,2,25,090,C
2020,2,26,220,C
2020,2,27,090,C
2020,2,28,090,C
2020,2,29,120,C
2020,3,1,220,C
2020,3,2,090,C
2020,3,3,090,C
2020,3,4,090,C
2020,3,5,090,C
2020,3,6,090,C
2020,3,7,100,C
2020,3,8,100,C
2020,3,9,100,C
2020,3,10,320,C
2020,3,11,090,C
2020,3,12,100,C
2020,3,13,120,C
2020,3,14,330,C
2020,3,15,090,#
2020,3,16,090,C
2020,3,17,100,C
2020,3,18,100,C
2020,3,19,080,C
2020,3,20,090,#
2020,3,21,100,C
2020,3,22,110,C
2020,3,23,220,C
2020,3,24,100,C
2020,3,25,090,#
2020,3,26,100,#
2020,3,27,090,C
2020,3,28,100,C
2020,3,29,090,C
2020,3,30,090,C
2020,3,31,090,C
2020,4,1,330,C
2020,4,2,090,C
2020,4,3,090,C
2020,4,4,100,C
2020,4,5,090,C
2020,4,6,090,C
2020,4,7,100,C
2020,4,8,100,C
2020,4,9,090,C
2020,4,10,090,C
2020,4,11,090,C
2020,4,12,330,C
2020,4,13,360,C
2020,4,14,100,C
2020,4,15,220,C
2020,4,16,100,C
2020,4,17,090,C
2020,4,18,110,C
2020,4,19,220,C
2020,4,20,220,C
2020,4,21,090,C
2020,4,22,100,C
2020,4,23,090,C
2020,4,24,330,C
2020,4,25,320,C
2020,4,26,330,C
2020,4,27,100,C
2020,4,28,100,C
2020,4,29,090,C
2020,4,30,130,C
2020,5,1,220,C
2020,5,2,220,C
2020,5,3,210,C
2020,5,4,220,C
2020,5,5,210,C
2020,5,6,120,C
2020,5,7,120,C
2020,5,8,120,C
2020,5,9,220,C
2020,5,10,220,C
2020,5,11,220,C
2020,5,12,330,C
2020,5,13,090,C
2020,5,14,100,C
2020,5,15,110,C
2020,5,16,090,C
2020,5,17,220,C
2020,5,18,090,C
2020,5,19,110,C
2020,5,20,090,C
2020,5,21,210,C
2020,5,22,250,C
2020,5,23,090,C
2020,5,24,100,C
2020,5,25,100,C
2020,5,26,210,C
2020,5,27,230,C
2020,5,28,100,C
2020,5,29,100,C
2020,5,30,090,C
2020,5,31,210,C
2020,6,1,210,C
2020,6,2,220,C
2020,6,3,220,C
2020,6,4,220,C
2020,6,5,220,C
2020,6,6,110,C
2020,6,7,110,C
2020,6,8,110,C
2020,6,9,110,C
2020,6,10,220,C
2020,6,11,230,#
2020,6,12,090,C
2020,6,13,090,C
2020,6,14,110,C
2020,6,15,120,C
2020,6,16,220,C
2020,6,17,220,C
2020,6,18,220,C
2020,6,19,220,C
2020,6,20,220,C
2020,6,21,220,C
2020,6,22,220,C
2020,6,23,220,C
2020,6,24,220,C
2020,6,25,220,C
2020,6,26,220,C
2020,6,27,220,C
2020,6,28,220,C
2020,6,29,100,C
2020,6,30,230,C
2020,7,1,100,C
2020,7,2,110,C
2020,7,3,110,C
2020,7,4,110,C
2020,7,5,220,C
2020,7,6,220,C
2020,7,7,220,C
2020,7,8,220,C
2020,7,9,220,C
2020,7,10,220,C
2020,7,11,130,C
2020,7,12,220,C
2020,7,13,220,C
2020,7,14,220,C
2020,7,15,230,C
2020,7,16,220,C
2020,7,17,220,C
2020,7,18,220,C
2020,7,19,220,C
2020,7,20,220,C
2020,7,21,100,C
2020,7,22,100,C
2020,7,23,220,C
2020,7,24,220,C
2020,7,25,220,C
2020,7,26,220,C
2020,7,27,220,C
2020,7,28,220,C
2020,7,29,100,C
2020,7,30,100,C
2020,7,31,100,C
2020,8,1,100,C
2020,8,2,100,C
2020,8,3,100,C
2020,8,4,090,C
2020,8,5,110,C
2020,8,6,100,C
2020,8,7,100,C
2020,8,8,100,C
2020,8,9,100,C
2020,8,10,220,C
2020,8,11,120,C
2020,8,12,110,C
2020,8,13,100,C
2020,8,14,100,C
2020,8,15,100,C
2020,8,16,090,C
2020,8,17,090,#
2020,8,18,070,#
2020,8,19,110,#
2020,8,20,100,#
2020,8,21,080,C
2020,8,22,230,C
2020,8,23,220,#
2020,8,24,220,#
2020,8,25,220,#
2020,8,26,210,#
2020,8,27,220,#
2020,8,28,220,C
2020,8,29,210,C
2020,8,30,090,C
2020,8,31,090,C
2020,9,1,220,C
2020,9,2,340,C
2020,9,3,320,C
2020,9,4,100,#
2020,9,5,090,#
2020,9,6,090,#
2020,9,7,090,#
2020,9,8,090,C
2020,9,9,090,#
2020,9,10,210,#
2020,9,11,100,#
2020,9,12,330,C
2020,9,13,090,C
2020,9,14,090,C
2020,9,15,090,C
2020,9,16,100,C
2020,9,17,090,C
2020,9,18,100,C
2020,9,19,100,C
2020,9,20,090,C
2020,9,21,090,C
2020,9,22,100,C
2020,9,23,100,C
2020,9,24,080,C
2020,9,25,090,C
2020,9,26,090,C
2020,9,27,090,C
2020,9,28,090,C
2020,9,29,090,C
2020,9,30,090,#
2020,10,1,090,C
2020,10,2,090,C
2020,10,3,090,C
2020,10,4,090,C
2020,10,5,090,C
2020,10,6,010,C
2020,10,7,360,C
2020,10,8,360,C
2020,10,9,360,C
2020,10,10,090,C
2020,10,11,090,C
2020,10,12,080,C
2020,10,13,080,#
2020,10,14,090,C
2020,10,15,090,C
2020,10,16,080,C
2020,10,17,080,C
2020,10,18,100,C
2020,10,19,360,C
2020,10,20,340,C
2020,10,21,330,C
2020,10,22,330,C
2020,10,23,360,C
2020,10,24,070,C
2020,10,25,090,C
2020,10,26,090,C
2020,10,27,090,C
2020,10,28,090,C
2020,10,29,090,C
2020,10,30,090,C
2020,10,31,090,C
2020,11,1,090,C
2020,11,2,360,C
2020,11,3,330,C
2020,11,4,090,C
2020,11,5,090,C
2020,11,6,090,C
2020,11,7,320,C
2020,11,8,010,C
2020,11,9,090,C
2020,11,10,080,C
2020,11,11,080,C
2020,11,12,100,C
2020,11,13,090,C
2020,11,14,060,C
2020,11,15,100,C
2020,11,16,090,C
2020,11,17,100,C
2020,11,18,090,C
2020,11,19,100,C
2020,11,20,110,C
2020,11,21,100,C
2020,11,22,090,C
2020,11,23,090,C
2020,11,24,100,C
2020,11,25,090,C
2020,11,26,090,C
2020,11,27,330,C
2020,11,28,330,C
2020,11,29,330,C
2020,11,30,330,C
2020,12,1,350,C
2020,12,2,340,C
2020,12,3,330,C
2020,12,4,330,C
2020,12,5,330,C
2020,12,6,350,C
2020,12,7,320,C
2020,12,8,320,C
2020,12,9,100,C
2020,12,10,110,C
2020,12,11,110,C
2020,12,12,110,C
2020,12,13,090,C
2020,12,14,070,C
2020,12,15,340,C
2020,12,16,330,C
2020,12,17,330,C
2020,12,18,320,C
2020,12,19,330,C
2020,12,20,330,#
2020,12,21,320,C
2020,12,22,350,C
2020,12,23,100,C
2020,12,24,320,C
2020,12,25,090,C
2020,12,26,100,C
2020,12,27,230,C
2020,12,28,100,C
2020,12,29,090,C
2020,12,30,340,C
2020,12,31,340,C
2021,1,1,360,C
2021,1,2,090,C
2021,1,3,340,C
2021,1,4,100,C
2021,1,5,090,C
2021,1,6,080,C
2021,1,7,340,C
2021,1,8,340,C
2021,1,9,070,C
2021,1,10,010,C
2021,1,11,340,C
2021,1,12,330,C
2021,1,13,110,C
2021,1,14,100,C
2021,1,15,100,C
2021,1,16,100,C
2021,1,17,330,C
2021,1,18,330,C
2021,1,19,090,C
2021,1,20,090,C
2021,1,21,100,C
2021,1,22,340,C
2021,1,23,330,C
2021,1,24,090,C
2021,1,25,090,#
2021,1,26,100,C
2021,1,27,090,C
2021,1,28,090,C
2021,1,29,090,C
2021,1,30,090,C
2021,1,31,090,C
2021,2,1,100,C
2021,2,2,090,C
2021,2,3,090,C
2021,2,4,090,C
2021,2,5,090,C
2021,2,6,100,C
2021,2,7,100,C
2021,2,8,090,C
2021,2,9,090,C
2021,2,10,320,C
2021,2,11,330,C
2021,2,12,320,C
2021,2,13,080,C
2021,2,14,220,C
2021,2,15,110,C
2021,2,16,090,C
2021,2,17,100,C
2021,2,18,090,C
2021,2,19,090,C
2021,2,20,100,C
2021,2,21,100,C
2021,2,22,100,C
2021,2,23,100,C
2021,2,24,090,C
2021,2,25,090,C
2021,2,26,090,C
2021,2,27,060,C
2021,2,28,090,C
2021,3,1,090,C
2021,3,2,320,C
2021,3,3,090,C
2021,3,4,090,C
2021,3,5,090,C
2021,3,6,100,C
2021,3,7,090,C
2021,3,8,090,C
2021,3,9,090,C
2021,3,10,090,C
2021,3,11,090,C
2021,3,12,100,C
2021,3,13,090,C
2021,3,14,090,C
2021,3,15,100,C
2021,3,16,100,C
2021,3,17,100,C
2021,3,18,100,C
2021,3,19,100,C
2021,3,20,090,C
2021,3,21,340,C
2021,3,22,330,C
2021,3,23,070,C
2021,3,24,330,C
2021,3,25,100,C
2021,3,26,090,C
2021,3,27,090,C
2021,3,28,220,C
2021,3,29,220,C
2021,3,30,110,C
2021,3,31,110,C
2021,4,1,110,C
2021,4,2,100,C
2021,4,3,220,C
2021,4,4,100,C
2021,4,5,090,C
2021,4,6,100,C
2021,4,7,090,C
2021,4,8,090,C
2021,4,9,090,C
2021,4,10,090,C
2021,4,11,090,C
2021,4,12,110,C
2021,4,13,220,C
2021,4,14,090,C
2021,4,15,090,C
2021,4,16,100,C
2021,4,17,090,C
2021,4,18,090,C
2021,4,19,090,C
2021,4,20,090,C
2021,4,21,090,C
2021,4,22,220,C
2021,4,23,220,C
2021,4,24,090,C
2021,4,25,100,C
2021,4,26,090,C
2021,4,27,090,C
2021,4,28,090,C
2021,4,29,320,C
2021,4,30,090,C
2021,5,1,210,C
2021,5,2,090,C
2021,5,3,100,C
2021,5,4,090,C
2021,5,5,330,C
2021,5,6,100,C
2021,5,7,220,C
2021,5,8,210,C
2021,5,9,210,C
2021,5,10,120,C
2021,5,11,120,#
2021,5,12,210,C
2021,5,13,120,C
2021,5,14,120,C
2021,5,15,120,C
2021,5,16,220,C
2021,5,17,220,C
2021,5,18,220,C
2021,5,19,210,C
2021,5,20,220,C
2021,5,21,220,C
2021,5,22,210,C
2021,5,23,120,C
2021,5,24,120,C
2021,5,25,090,C
2021,5,26,220,C
2021,5,27,230,C
2021,5,28,220,C
2021,5,29,230,C
2021,5,30,230,C
2021,5,31,220,C
2021,6,1,100,C
2021,6,2,100,C
2021,6,3,220,C
2021,6,4,310,C
2021,6,5,330,C
2021,6,6,090,C
2021,6,7,090,C
2021,6,8,100,C
2021,6,9,100,C
2021,6,10,090,C
2021,6,11,090,C
2021,6,12,100,C
2021,6,13,110,C
2021,6,14,120,C
2021,6,15,220,C
2021,6,16,220,C
2021,6,17,220,C
2021,6,18,220,C
2021,6,19,220,C
2021,6,20,210,C
2021,6,21,220,C
2021,6,22,220,C
2021,6,23,250,C
2021,6,24,100,C
2021,6,25,120,C
2021,6,26,100,C
2021,6,27,210,C
2021,6,28,110,C
2021,6,29,210,C
2021,6,30,220,C
2021,7,1,210,C
2021,7,2,210,C
2021,7,3,130,C
2021,7,4,110,C
2021,7,5,090,C
2021,7,6,100,#
2021,7,7,110,C
2021,7,8,110,C
2021,7,9,100,C
2021,7,10,110,C
2021,7,11,100,C
2021,7,12,090,C
2021,7,13,220,C
2021,7,14,090,C
2021,7,15,100,C
2021,7,16,090,C
2021,7,17,090,C
2021,7,18,080,#
2021,7,19,100,C
2021,7,20,100,C
2021,7,21,100,C
2021,7,22,100,C
2021,7,23,200,C
2021,7,24,210,C
2021,7,25,210,C
2021,7,26,220,C
2021,7,27,220,C
2021,7,28,230,C
2021,7,29,220,C
2021,7,30,210,C
2021,7,31,220,C
2021,8,1,220,C
2021,8,2,220,C
2021,8,3,090,C
2021,8,4,330,C
2021,8,5,240,C
2021,8,6,230,C
2021,8,7,220,C
2021,8,8,210,C
2021,8,9,210,C
2021,8,10,120,C
2021,8,11,110,C
2021,8,12,090,C
2021,8,13,220,#
2021,8,14,210,C
2021,8,15,100,C
2021,8,16,220,C
2021,8,17,220,C
2021,8,18,230,C
2021,8,19,120,C
2021,8,20,220,C
2021,8,21,220,C
2021,8,22,220,C
2021,8,23,220,C
2021,8,24,090,C
2021,8,25,090,C
2021,8,26,090,C
2021,8,27,080,C
2021,8,28,090,C
2021,8,29,100,C
2021,8,30,100,C
2021,8,31,090,C
2021,9,1,100,C
2021,9,2,100,C
2021,9,3,090,C
2021,9,4,090,C
2021,9,5,090,C
2021,9,6,090,C
2021,9,7,090,C
2021,9,8,100,C
2021,9,9,100,C
2021,9,10,090,C
2021,9,11,220,C
2021,9,12,220,C
2021,9,13,220,C
2021,9,14,090,C
2021,9,15,230,C
2021,9,16,320,C
2021,9,17,340,C
2021,9,18,100,C
2021,9,19,100,C
2021,9,20,090,C
2021,9,21,080,C
2021,9,22,090,C
2021,9,23,090,C
2021,9,24,100,C
2021,9,25,090,C
2021,9,26,090,C
2021,9,27,090,C
2021,9,28,120,C
2021,9,29,220,C
2021,9,30,220,C
2021,10,1,220,C
2021,10,2,100,C
2021,10,3,090,C
2021,10,4,090,C
2021,10,5,090,C
2021,10,6,080,C
2021,10,7,080,C
2021,10,8,100,C
2021,10,9,100,C
2021,10,10,100,C
2021,10,11,330,C
2021,10,12,330,C
2021,10,13,090,C
2021,10,14,090,C
2021,10,15,350,C
2021,10,16,340,C
2021,10,17,350,C
2021,10,18,350,C
2021,10,19,090,C
2021,10,20,090,C
2021,10,21,330,C
2021,10,22,330,C
2021,10,23,330,C
2021,10,24,320,C
2021,10,25,330,C
2021,10,26,080,C
2021,10,27,080,C
2021,10,28,090,C
2021,10,29,090,C
2021,10,30,080,C
2021,10,31,090,C
2021,11,1,090,C
2021,11,2,090,C
2021,11,3,090,C
2021,11,4,090,C
2021,11,5,100,C
2021,11,6,100,C
2021,11,7,100,C
2021,11,8,330,C
2021,11,9,330,C
2021,11,10,330,C
2021,11,11,100,C
2021,11,12,360,C
2021,11,13,330,C
2021,11,14,090,C
2021,11,15,070,C
2021,11,16,080,C
2021,11,17,080,C
2021,11,18,320,C
2021,11,19,100,C
2021,11,20,090,C
2021,11,21,090,C
2021,11,22,330,C
2021,11,23,330,C
2021,11,24,100,C
2021,11,25,100,C
2021,11,26,080,C
2021,11,27,080,C
2021,11,28,090,C
2021,11,29,100,C
2021,11,30,340,C
2021,12,1,010,C
2021,12,2,330,C
2021,12,3,360,C
2021,12,4,360,C
2021,12,5,050,C
2021,12,6,330,C
2021,12,7,090,C
2021,12,8,090,C
2021,12,9,080,C
2021,12,10,090,C
2021,12,11,090,C
2021,12,12,090,C
2021,12,13,340,C
2021,12,14,120,C
2021,12,15,090,#
2021,12,16,090,C
2021,12,17,350,C
2021,12,18,340,C
2021,12,19,070,C
2021,12,20,070,C
2021,12,21,330,C
2021,12,22,320,C
